,Completion_rate,Tuition_in_state,Tuition_out_state,Faculty_salary,Pell_grant_rate,SAT_average,ACT_50thPercentile,pct_White,pct_Black,pct_Hispanic,pct_Asian,Parents_middlesch,Parents_highsch,Parents_college
428,0.4138,22790,22790,6409,0.3422,1079,24,0.8173,0.0962,0.0319,0.0092,0.020576132,0.259259259,0.720164609
429,0.6554,33556,33556,7827,0.2336,1183,27,0.8117,0.0443,0.0657,0.0131,0.01659751,0.152143845,0.831258645
430,0.2109,19280,19280,5973,0.5596,985,21,0.3996,0.5079,0.0241,0.0026,0.029498525,0.413569322,0.556932153
431,0.6129,30942,30942,6781,0.3202,926,19,0.5633,0.1086,0.0701,0.0124,0.030942335,0.385372715,0.583684951
432,0.5123,32500,32500,6515,0.3685,1139,25,0.3383,0.188,0.1053,0.0404,0.023809524,0.208333333,0.767857143
433,0.6813,7928,17778,7340,0.4114,1029,23,0.7068,0.1115,0.0658,0.02,0.018142008,0.297153582,0.68470441
434,0.3305,20316,20316,5258,0.5687,913,19,0.6733,0.1733,0.0767,0.0074,0.041545894,0.423188406,0.535265701
435,0.5305,14868,14868,7079,0.3646,1098,24,0.6808,0.2169,0.0218,0.0176,0.015691869,0.22681883,0.757489301
436,0.5543,36200,36200,8002,0.3566,932,19,0.5354,0.1615,0.1748,0.042,0.037037037,0.393762183,0.56920078
437,0.4162,16720,16720,4439,0.5312,923,20,0.0047,0.8435,0.0308,0.0024,0.01623816,0.155615697,0.828146143
438,0.407,8868,18180,7049,0.4084,1049,23,0.8487,0.059,0.0275,0.0067,0.028990337,0.370543152,0.600466511
439,0.5713,7937,15510,7320,0.3009,1050,23,0.8871,0.0189,0.0252,0.0267,0.00797984,0.265434691,0.726585468
440,0.3548,33020,33020,7717,0.4618,910,19,0.1838,0.2138,0.2775,0.1725,0.044989775,0.396728016,0.558282209
441,0.5779,6784,20314,8246,0.3994,1057,24,0.7725,0.0132,0.091,0.0131,0.026031003,0.296285464,0.677683533
442,0.405,10198,20226,6139,0.4555,982,21,0.5687,0.2886,0.0438,0.0184,0.02541806,0.352842809,0.62173913
443,0.3375,7218,16632,7430,0.6152,893,18,0.0203,0.8451,0.0292,0.0139,0.022434719,0.334681868,0.642883413
444,0.6851,7040,18200,9096,0.4524,997,22,0.4384,0.0251,0.3128,0.0568,0.090083411,0.383317887,0.526598703
445,0.3338,6306,13306,6479,0.4699,965,21,0.8602,0.0554,0.02,0.0043,0.020073957,0.402535658,0.577390386
446,0.5808,28122,28122,8355,0.4777,984,21,0.448,0.084,0.3012,0.0497,0.0560087,0.370309951,0.573681349
447,0.4924,15010,15010,6292,0.8381,806,17,0.0146,0.9146,0.0163,0.0056,0.016409266,0.353281853,0.63030888
448,0.6377,18635,18635,7373,0.269,1135,25,0.8223,0.045,0.0315,0.0064,0.010814708,0.194664744,0.794520548
449,0.8906,50834,50834,9543,0.1306,1240,28,0.6396,0.0395,0.0909,0.0496,0.02247191,0.125842697,0.851685393
450,0.5516,29315,29315,6585,0.3149,1068,23,0.5293,0.0485,0.0538,0.0169,0.028089888,0.31011236,0.661797753
451,0.7705,10209,32350,9431,0.1937,1198,27,0.7313,0.0406,0.0438,0.0384,0.009391631,0.217051028,0.773557341
452,0.4019,22425,22425,7132,0.4731,952,20,0.6429,0.2318,0.036,0.0094,0.015068493,0.398630137,0.58630137
453,0.1295,3510,9937,5250,0.5534,859,18,0.5199,0.3998,0.0367,0.0096,0.020762552,0.377878445,0.601359003
454,0.6238,26330,26330,8576,0.2463,1094,25,0.5946,0.0537,0.1226,0.0147,0.0078766,0.223170332,0.768953069
455,0.852,15058,30680,11827,0.2067,1320,29,0.4661,0.0593,0.1048,0.1791,0.035562568,0.213739532,0.7506979
456,0.4326,29430,29430,6857,0.3342,1005,22,0.6067,0.2585,0.0341,0.0089,0.020491803,0.359289618,0.620218579
457,0.4632,9208,19104,8790,0.3748,1038,23,0.399,0.145,0.2487,0.1141,0.076878738,0.358527271,0.564593991
458,0.7797,4850,4850,9649,0.3578,1277,29,0.8344,0.0047,0.0554,0.0198,0.003793172,0.117887802,0.878319026
459,0.539,7981,15554,7419,0.2953,1050,23,0.8843,0.0161,0.0287,0.0233,0.006410256,0.258119658,0.735470086
460,0.4378,28890,28890,5869,0.4314,968,21,0.6561,0.1969,0.0578,0.0148,0.036950603,0.413846752,0.549202645
461,0.4977,6250,18250,8462,0.3626,1067,23,0.8085,0.0095,0.0575,0.0101,0.016924813,0.267822341,0.715252846
462,0.9406,49104,49104,12642,0.158,1421,32,0.4227,0.0669,0.126,0.1623,0.04743083,0.221343874,0.731225296
463,0.7262,40562,40562,7073,0.2474,1143,26,0.7241,0.0197,0.0895,0.0491,0.012596899,0.229651163,0.757751938
464,0.6371,30765,30765,8168,0.266,1116,25,0.607,0.048,0.0328,0.065,0.023890785,0.21672355,0.759385666
465,0.7288,10312,23598,7533,0.1583,1114,25,0.6937,0.0588,0.0727,0.0422,0.013843111,0.220171391,0.765985498
466,0.5784,6556,18954,9923,0.5526,1090,24,0.0945,0.1234,0.6675,0.0252,0.039890302,0.367489404,0.592620294
467,0.5723,10800,10800,5485,0.4878,1022,22,0.891,0.0206,0.0266,0.0036,0.014824798,0.307277628,0.677897574
468,0.5122,28900,28900,6436,0.2753,962,20,0.7865,0.0272,0.0468,0.0195,0.022857143,0.35,0.627142857
469,0.5109,21000,21000,4051,0.4984,1040,23,0.5121,0.155,0.0166,0.0093,0.041515612,0.401678166,0.556806222
470,0.7871,36422,36422,9114,0.1633,1196,27,0.71,0.024,0.0775,0.1007,0.010943912,0.169630643,0.819425445
471,0.5816,11732,33764,11561,0.3102,1075,23,0.17,0.0148,0.1077,0.4017,0.02481825,0.313612434,0.661569316
472,0.3582,5035,14797,5689,0.4773,950,20,0.6124,0.2991,0.0335,0.0123,0.025197984,0.334053276,0.64074874
473,0.7287,40540,40540,10138,0.2813,1187,26,0.831,0.0229,0.0444,0.0353,0.008959338,0.155754652,0.83528601
474,0.6416,6392,21263,7611,0.3365,1191,26,0.821,0.0336,0.0455,0.0169,0.01047443,0.1965496,0.79297597
475,0.4664,22330,22330,6337,0.4226,1049,23,0.7079,0.078,0.0325,0.011,0.022891566,0.342168675,0.634939759
476,0.8538,13951,38659,13125,0.4123,1226,28,0.2832,0.0222,0.1872,0.3215,0.073789045,0.315074694,0.611136261
477,0.5793,8267,18117,7244,0.3332,1082,25,0.5473,0.0989,0.1783,0.0353,0.020455874,0.230274693,0.749269433
478,0.6139,10391,27383,10320,0.3265,1106,24,0.5464,0.0333,0.2444,0.0561,0.036282955,0.274514922,0.689202123
479,0.8649,13179,36057,13297,0.4536,1168,26,0.1607,0.0178,0.2399,0.4071,0.09486541,0.344717183,0.560417408
480,0.4693,7294,13954,5797,0.5088,1090,24,0.7896,0.099,0.0595,0.0077,0.016899028,0.326151246,0.656949725
481,0.7101,35573,35573,9432,0.299,1195,27,0.6138,0.0354,0.1266,0.1131,0.027231121,0.223112128,0.749656751
482,0.717,29840,29840,7129,0.273,1069,25,0.9184,0.0222,0.0307,0.0132,0.013574661,0.315837104,0.670588235
483,0.6902,41380,41380,10123,0.2273,1109,25,0.4564,0.0387,0.2513,0.1034,0.027072758,0.231810491,0.741116751
484,0.6788,30132,30132,6340,0.3967,928,19,0.5558,0.0826,0.107,0.0252,0.042635659,0.370801034,0.586563308
485,0.6139,10616,22888,9766,0.2469,1142,25,0.7681,0.0768,0.0382,0.0254,0.012241775,0.254781943,0.732976282
486,0.6751,10881,25203,9449,0.2158,1189,26,0.6128,0.0489,0.0947,0.0617,0.024767802,0.258921297,0.716310901
487,0.4779,11314,26722,6492,0.3574,965,21,0.8342,0.018,0.0248,0.0111,0.011328527,0.333676622,0.654994851
488,0.5769,27675,27675,6661,0.3808,1081,24,0.6516,0.0894,0.1207,0.0111,0.041818182,0.287272727,0.670909091
489,0.7209,31340,31340,8884,0.321,1071,24,0.7933,0.0554,0.0491,0.026,0.007686932,0.216631726,0.775681342
490,0.3394,29080,29080,6986,0.3995,962,21,0.5122,0.2004,0.0797,0.0115,0.014307229,0.311746988,0.673945783
491,0.4166,10054,18418,9209,0.4149,1016,22,0.743,0.1394,0.0214,0.0213,0.01585121,0.409172567,0.574976223
492,0.6051,16108,30326,11585,0.3799,1205,26,0.3348,0.0857,0.221,0.2214,0.038314176,0.299233717,0.662452107
493,0.2449,7073,18683,6745,0.317,939,21,0.5468,0.1629,0.2195,0.0247,0.036742192,0.417023882,0.546233925
494,0.5686,25130,25130,6072,0.333,1026,22,0.6063,0.1014,0.0596,0.008,0.023934181,0.373223635,0.602842184
495,0.3718,17700,17700,5322,0.6218,823,17,0.4291,0.4402,0.0643,0.002,0.036601307,0.375163399,0.588235294
496,0.3556,20000,20000,5404,0.4079,1038,23,0.7706,0.0738,0.0201,0.0016,0.039304611,0.430839002,0.529856387
497,0.9534,49536,49536,16288,0.1392,1457,33,0.4495,0.0721,0.1022,0.192,0.022165114,0.155155798,0.822679088
498,0.4969,25930,25930,5763,0.4187,981,22,0.8007,0.0679,0.0635,0.0095,0.01584343,0.34389562,0.640260951
499,0.4638,6968,18507,7487,0.3514,1029,22,0.5818,0.0382,0.1636,0.0152,0.038479053,0.320582878,0.640938069
500,0.6947,7903,21847,9152,0.2604,1122,26,0.7219,0.0167,0.0853,0.0652,0.025749064,0.241104869,0.733146067
501,0.6677,30950,30950,8536,0.2682,1042,23,0.7172,0.0506,0.043,0.0131,0.011049724,0.230465667,0.758484609
502,0.751,35308,35308,9892,0.2023,1165,26,0.8231,0.0256,0.0402,0.0357,0.00650671,0.145180968,0.848312322
503,0.4119,6334,17404,6419,0.3608,1030,22,0.7038,0.1851,0.0255,0.0153,0.020169423,0.367890278,0.611940299
504,0.6639,30900,30900,5482,0.323,1059,24,0.6548,0.045,0.1667,0.0159,0.079889807,0.327823692,0.592286501
505,0.4779,25650,25650,7308,0.4176,1064,24,0.5742,0.1441,0.1823,0.0145,0.027827117,0.293072824,0.679100059
506,0.3888,7536,16608,6910,0.4278,1009,22,0.849,0.0551,0.0181,0.0103,0.031989964,0.391249804,0.576760232
507,0.6328,7581,17231,6865,0.4116,1106,24,0.7777,0.0659,0.0918,0.0206,0.015637217,0.256450352,0.727912432
508,0.4772,31688,31688,6298,0.3655,1057,24,0.5638,0.0509,0.1163,0.0456,0.019469027,0.325663717,0.654867257
509,0.309,17750,17750,5588,0.4762,909,19,0.821,0.1325,0.0145,0.0046,0.029315961,0.480998914,0.489685125
510,0.4317,6568,6568,6143,0.2046,975,21,0.6563,0.0585,0.0644,0.0191,0.01384083,0.333333333,0.652825836
511,0.8373,12394,33513,11224,0.2538,1240,28,0.4332,0.0252,0.0707,0.2358,0.042171482,0.269804287,0.688024231
512,0.1921,6048,15192,6634,0.4092,983,21,0.7462,0.0691,0.0457,0.0126,0.008853001,0.309368616,0.681778383
513,0.7578,38105,38105,9985,0.1809,1202,27,0.8117,0.0249,0.0513,0.0337,0.008682329,0.137385087,0.853932584
514,0.7312,36230,36230,7047,0.2723,1165,25,0.5255,0.0673,0.189,0.1314,0.033684211,0.20631579,0.76
515,0.3391,22250,22250,4906,0.5874,961,21,0.833,0.1139,0.0211,0.0043,0.042471043,0.455598456,0.501930502
516,0.3642,16252,16252,6582,0.7422,886,19,0.0033,0.9233,0.005,0,0.016722408,0.359531773,0.623745819
517,0.2327,21260,21260,5099,0.5557,960,21,0.6278,0.1567,0.0842,0.0217,0.035323802,0.42724979,0.537426409
518,0.5508,26450,26450,6727,0.3959,986,21,0.5895,0.1892,0.0847,0.0161,0.022849462,0.317204301,0.659946237
519,0.5768,26370,26370,5745,0.3774,1059,23,0.7107,0.1013,0.0588,0.0103,0.013086151,0.3304253,0.65648855
520,0.4839,12880,12880,5474,0.3776,1110,24,0.7712,0.045,0.0373,0.0257,0.028985507,0.362318841,0.608695652
521,0.7245,7754,17604,6934,0.316,1115,25,0.6269,0.0567,0.1825,0.0567,0.024380165,0.292561984,0.683057851
522,0.4968,11870,18637,8820,0.4499,921,20,0.3474,0.1938,0.2726,0.0543,0.045914069,0.418070767,0.536015164
523,0.2294,23930,23930,6693,0.724,789,16,0.1659,0.7016,0.0361,0.002,0.015080113,0.355325165,0.629594722
524,0.6629,11520,16392,6693,0.3344,1089,24,0.8213,0.0518,0.0515,0.0231,0.013683432,0.259615385,0.726701183
525,0.5712,11164,31216,11189,0.3105,1067,23,0.1745,0.0138,0.1026,0.3986,0.021332172,0.316717458,0.66195037
526,0.8299,50797,50797,12436,0.1652,1365,30,0.5674,0.0335,0.0868,0.1113,0.016932271,0.120517928,0.862549801
527,0.75,8918,20078,8767,0.2012,1234,28,0.5872,0.007,0.1516,0.1185,0.039486114,0.209333081,0.751180805
528,0.3984,9804,15084,8170,0.6429,853,18,0.0105,0.8371,0.0223,0.0012,0.019721578,0.370069606,0.610208817
529,0.4831,10668,30848,15528,0.3368,1001,24,0.4266,0.1213,0.2208,0.0778,0.017647059,0.245018007,0.737334934
530,0.515,10100,19136,5675,0.4914,945,20,0.5629,0.3342,0.0142,0.0036,0.013679891,0.345417237,0.640902873
531,0.7893,41732,41732,8374,0.19,1134,25,0.7948,0.0462,0.0758,0.0274,0.021909233,0.153364632,0.824726135
532,0.2359,6898,12988,5850,0.6974,894,19,0.0428,0.9141,0.0184,0.0033,0.017088175,0.350649351,0.632262474
533,0.2854,7580,13700,5606,0.5296,1011,22,0.6583,0.2367,0.0348,0.0066,0.03286385,0.403755869,0.563380282
534,0.732,39793,39793,10063,0.2302,1107,25,0.4752,0.0339,0.2913,0.0509,0.04679803,0.307060755,0.646141215
535,0.6823,8743,16316,7218,0.2704,1110,24,0.8903,0.0068,0.0212,0.0355,0.007743934,0.222509035,0.769747032
536,0.5928,35000,35000,8605,0.4647,1035,23,0.2607,0.0626,0.4836,0.054,0.079847909,0.404770135,0.515381956
537,0.5,14138,14138,6434,0.4873,889,19,0.4419,0.0543,0.3352,0.0337,0.05,0.321428571,0.628571429
538,0.7838,14142,23806,11577,0.1938,1288,29,0.6908,0.0428,0.0367,0.0926,0.013481282,0.173078917,0.813439801
539,0.858,13271,36149,13126,0.4274,1276,28,0.2357,0.0119,0.1581,0.4011,0.052091452,0.276565342,0.671343206
540,0.431,21890,21890,5676,0.4343,990,21,0.7609,0.1247,0.0512,0.0138,0.026806527,0.448717949,0.524475525
541,0.9536,46600,46600,12027,0.1903,1439,32,0.5651,0.0775,0.1214,0.1053,0.023012552,0.148535565,0.828451883
542,0.5304,19490,19490,5702,0.5057,1054,23,0.8438,0.0417,0.0202,0.0086,0.030602172,0.428430405,0.540967424
543,0.3452,8424,18257,7938,0.3991,953,20,0.3634,0.0667,0.4906,0.025,0.039267016,0.35078534,0.609947644
544,0.9495,49241,49241,15140,0.1363,1450,33,0.463,0.0977,0.0737,0.2157,0.008575512,0.115769414,0.875655074
545,0.581,33010,33010,7321,0.2828,1048,25,0.5681,0.2732,0.0572,0.0598,0.034623218,0.370672098,0.594704684
546,0.6831,9518,25892,9095,0.1952,1183,26,0.785,0.0777,0.0375,0.0232,0.00708912,0.193431713,0.799479167
547,0.5452,25875,25875,8116,0.281,1064,24,0.6393,0.0681,0.1235,0.043,0.023952096,0.263473054,0.71257485
548,0.6253,35768,35768,9711,0.294,1240,29,0.6457,0.0484,0.0662,0.067,0.010878324,0.191982272,0.797139404
549,0.337,5832,11064,6165,0.5633,927,20,0.8437,0.102,0.0111,0.0013,0.062347188,0.488997555,0.448655257
550,0.6075,29426,29426,7055,0.1991,1163,26,0.5773,0.0619,0.0793,0.0205,0.022988506,0.243933589,0.733077906
551,0.4492,7204,19124,8204,0.3116,1050,23,0.6736,0.0608,0.1237,0.0354,0.04359673,0.304268847,0.652134423
552,0.5165,24960,24960,4703,0.459,1039,23,0.8095,0.0556,0.0217,0.0057,0.056505962,0.458268533,0.485225505
553,0.2316,9848,19982,6554,0.4359,927,20,0.5717,0.2217,0.0668,0.0136,0.015088013,0.293378039,0.691533948
554,0.6882,34835,34835,9672,0.1557,1279,29,0.5524,0.0451,0.0418,0.0327,0.012315271,0.217980296,0.769704434
555,0.4289,5422,16503,8227,0.5878,902,19,0.0429,0.8681,0.0208,0.0069,0.012944222,0.287597082,0.699458696
556,0.6665,9450,23950,9605,0.2107,1171,26,0.7865,0.114,0.0313,0.0112,0.009676017,0.238747554,0.75157643
557,0.4324,9878,19472,6633,0.4085,976,21,0.5768,0.2735,0.0402,0.0124,0.020458773,0.295722257,0.683818971
558,0.5638,23740,23740,5084,0.4942,1019,22,0.7423,0.0581,0.0636,0.0625,0.022857143,0.278095238,0.699047619
559,0.4088,7658,19758,7120,0.3448,1054,23,0.621,0.254,0.023,0.0186,0.016903573,0.364195159,0.618901268
560,0.2649,6538,12268,5795,0.723,871,18,0.0439,0.9248,0.0131,0.0036,0.020485584,0.353566009,0.625948407
561,0.476,8166,19752,7624,0.341,1031,22,0.5554,0.0418,0.1831,0.0167,0.038941954,0.306882195,0.654175851
562,0.936,45314,45314,10599,0.1103,1391,32,0.663,0.0288,0.0738,0.0616,0.027223231,0.13430127,0.838475499
563,0.546,21210,21210,5301,0.3139,988,21,0.5953,0.1308,0.0299,0.0131,0.016438356,0.391780822,0.591780822
564,0.4021,7172,15668,7505,0.4177,960,20,0.4006,0.0522,0.4602,0.0217,0.041473638,0.378116038,0.580410324
565,0.5437,33670,33670,7387,0.3011,1087,26,0.5554,0.2707,0.0599,0.0669,0.034557235,0.367170626,0.598272138
566,0.3819,28995,28995,6518,0.3315,922,20,0.5726,0.242,0.059,0.0071,0.021929825,0.311403509,0.666666667
567,0.2846,6950,14666,6308,0.4275,962,21,0.8471,0.0576,0.0213,0.0055,0.012561442,0.401419989,0.586018569
568,0.3811,18500,18500,4534,0.5086,1000,21,0.4065,0.2524,0.0142,0.0097,0.028241335,0.258023107,0.713735558
569,0.5501,13130,23734,6624,0.3056,1021,22,0.8921,0.0342,0.0134,0.012,0.005405405,0.228794179,0.765800416
570,0.4318,6602,16174,7000,0.6586,911,19,0.0415,0.9158,0.0036,0.0031,0.023203802,0.301928991,0.674867207
571,0.8087,8176,18026,7348,0.2632,1206,27,0.7527,0.0292,0.0752,0.0641,0.012041885,0.17434555,0.813612565
572,0.516,7323,18483,9171,0.4162,1038,22,0.2098,0.0342,0.2488,0.3567,0.090287124,0.365634814,0.544078062
573,0.5255,20546,20546,5978,0.4932,1055,23,0.827,0.0494,0.0041,0.0117,0.041055719,0.356793744,0.602150538
574,0.2534,24390,24390,5154,0.4122,918,20,0.4839,0.1274,0.0113,0.0129,0.014686248,0.357810414,0.627503338
575,0.465,23010,23010,5913,0.3976,1023,22,0.7661,0.0761,0.0303,0.0046,0.031952663,0.405325444,0.562721894
576,0.4823,23900,23900,4724,0.3584,1037,23,0.678,0.0862,0.1158,0.0071,0.024390244,0.319105691,0.656504065
577,0.4961,13505,22784,7828,0.4433,1030,22,0.5811,0.163,0.1442,0.0492,0.037051482,0.331643266,0.631305252
578,0.7189,43400,43400,9065,0.3015,1039,23,0.3428,0.0539,0.1972,0.23,0.028571429,0.27755102,0.693877551
579,0.4806,26950,26950,6007,0.4931,941,20,0.6723,0.1202,0.0771,0.0204,0.015165031,0.32381802,0.661016949
580,0.5185,5892,14580,7945,0.4958,909,20,0.5113,0.2117,0.1601,0.0162,0.05093633,0.38102372,0.56803995
581,0.5372,29048,29048,8352,0.3324,991,22,0.6349,0.0755,0.1648,0.0247,0.024900398,0.346613546,0.628486056
582,0.9423,45376,45376,14288,0.1366,1444,32,0.4861,0.1001,0.0611,0.2124,0.008105802,0.114334471,0.877559727
583,0.6616,6766,17926,9229,0.3956,1090,24,0.3719,0.0384,0.2946,0.14,0.066154817,0.337505259,0.596339924
584,0.5773,11312,13442,8037,0.4024,1010,22,0.6804,0.191,0.0614,0.0101,0.015347053,0.325078479,0.659574468
585,0.6051,16430,31034,11769,0.3586,1204,26,0.3417,0.0818,0.2143,0.223,0.037844037,0.306192661,0.655963303
586,0.459,8868,24329,6844,0.3841,946,20,0.7847,0.1144,0.019,0.0088,0.026751592,0.398726115,0.574522293
587,0.2583,5938,11638,5341,0.6986,842,18,0.0416,0.9301,0.012,0.0024,0.017155111,0.412437455,0.570407434
588,0.6864,6460,17620,9478,0.515,1052,23,0.1796,0.0396,0.4043,0.226,0.113852188,0.372419488,0.513728324
589,0.8131,39402,39402,8112,0.2418,1179,26,0.8109,0.0238,0.048,0.0574,0.015523933,0.144890039,0.839586029
590,0.5529,7508,17794,8361,0.2087,1090,24,0.8152,0.0207,0.025,0.0136,0.007575758,0.19184492,0.800579323
591,0.4543,9275,18395,8426,0.3792,1031,22,0.6947,0.139,0.0447,0.0233,0.015395284,0.353952843,0.630651872
592,0.6122,7388,18548,9390,0.3306,990,22,0.4624,0.0222,0.3075,0.0497,0.065579582,0.349166962,0.585253456
593,0.3504,20266,20266,5448,0.4303,953,20,0.6834,0.1947,0.0606,0.0097,0.024630542,0.327586207,0.647783251
594,0.6667,32280,32280,6966,0.434,976,22,0.5623,0.0749,0.097,0.0166,0.0390625,0.337239583,0.623697917
595,0.4574,7125,16575,7951,0.2708,969,21,0.6145,0.1057,0.1543,0.0699,0.028883184,0.353979461,0.617137356
596,0.522,26250,26250,8458,0.3342,1006,22,0.6436,0.0705,0.1211,0.0232,0.013286094,0.319751993,0.666961913
597,0.8978,49098,49098,10132,0.1633,1433,33,0.607,0.0708,0.0952,0.0976,0.037037037,0.12962963,0.833333333
598,0.484,34140,34140,6419,0.5114,951,19,0.4031,0.353,0.0912,0.0232,0.046875,0.397135417,0.555989583
599,0.5831,27194,27194,10604,0.2927,1051,23,0.7509,0.0591,0.0223,0.0096,0.006651885,0.307649667,0.685698448
600,0.5287,9157,20937,8602,0.3622,932,20,0.5757,0.1602,0.1184,0.0273,0.023363217,0.37408313,0.602553654
601,0.4571,7824,15397,6687,0.2973,1070,23,0.8568,0.0162,0.0414,0.0313,0.012510089,0.34180791,0.645682002
602,0.2125,8014,18814,5861,0.5175,955,20,0.5071,0.0706,0.318,0.0109,0.036466775,0.36547812,0.598055105
603,0.4007,10417,27712,9227,0.4388,1029,22,0.6501,0.1971,0.0467,0.0243,0.017925561,0.334701697,0.647372742
604,0.4625,20846,20846,5144,0.4743,969,21,0.6186,0.2446,0.0461,0.0097,0.038223141,0.342975207,0.618801653
605,0.5066,24225,24225,5594,0.3133,914,19,0.5517,0.1525,0.1693,0.0465,0.017310253,0.311584554,0.671105193
606,0.8526,48436,48436,12920,0.1317,1303,29,0.4304,0.0377,0.1079,0.1356,0.015439696,0.153949429,0.830610875
607,0.3731,21000,21000,5054,0.3992,1022,22,0.7613,0.0583,0.016,0.0033,0.044357977,0.378210117,0.577431907
608,0.557,37260,37260,11777,0.3083,1093,24,0.3391,0.1931,0.1639,0.1887,0.028645315,0.282076785,0.689277899
609,0.3978,23210,23210,5792,0.4977,926,20,0.6714,0.1502,0.0757,0.0128,0.026,0.412,0.562
610,0.5911,27200,27200,5852,0.3226,1060,23,0.8233,0.0376,0.0648,0.0141,0.018181818,0.268181818,0.713636364
611,0.6321,12862,28852,9897,0.2686,1077,24,0.7066,0.0522,0.0932,0.0326,0.019989097,0.229511176,0.750499727
612,0.6742,7933,17583,7230,0.331,1095,22,0.5554,0.091,0.1929,0.0341,0.021239954,0.232491389,0.746268657
613,0.5742,11334,32876,15814,0.3455,1009,23,0.4147,0.1133,0.235,0.0902,0.017515121,0.243699597,0.738785282
614,0.3366,13080,13080,4681,0.6388,904,19,0.4623,0.221,0.0916,0.0108,0.03163017,0.372262774,0.596107056
615,0.7126,28030,28030,10339,0.3097,1067,24,0.5989,0.1248,0.1515,0.0706,0.018831169,0.34025974,0.640909091
616,0.3765,24140,24140,5017,0.4778,980,21,0.7251,0.1604,0.0432,0.0103,0.016541353,0.30075188,0.682706767
617,0.6388,12846,14846,7102,0.2969,1145,25,0.6018,0.0202,0.0452,0.0333,0.015948963,0.186602871,0.797448166
618,0.6619,39800,39800,9217,0.3745,994,21,0.5475,0.187,0.1012,0.048,0.02891326,0.340478564,0.630608176
619,0.4063,24160,24160,7242,0.3934,978,21,0.59,0.1549,0.1925,0.0127,0.02723896,0.318613289,0.654147751
620,0.6116,32000,32000,5185,0.2285,962,20,0.7311,0.1536,0.0537,0.0189,0.034528553,0.338645418,0.626826029
621,0.331,8366,20124,7907,0.6296,808,17,0.0456,0.8403,0.0277,0.0058,0.022148394,0.343853821,0.633997785
622,0.3801,6292,18892,6905,0.368,1050,23,0.7621,0.0157,0.0912,0.0228,0.029012346,0.329783951,0.641203704
623,0.9518,53000,53000,17555,0.2194,1473,33,0.3798,0.0764,0.1318,0.1779,0.030800821,0.204825462,0.764373717
624,0.4129,7929,17779,6605,0.5264,1011,22,0.7028,0.122,0.1101,0.0128,0.017429194,0.311546841,0.671023965
625,0.5605,27900,27900,8587,0.2974,1105,24,0.7341,0.1339,0.0166,0.0227,0.016624685,0.301763224,0.681612091
626,0.3239,7796,18508,9133,0.3586,998,22,0.8148,0.0327,0.0209,0.0242,0.016322089,0.305041712,0.678636199
627,0.5314,8557,14637,8567,0.2783,997,22,0.7178,0.0695,0.0914,0.0383,0.022212544,0.336236934,0.641550523
628,0.3256,7848,20088,8807,0.5109,917,20,0.1103,0.3319,0.5024,0.0168,0.14710933,0.431024614,0.421866056
629,0.8133,13895,36773,12065,0.4297,1192,26,0.3125,0.0211,0.172,0.3551,0.060519343,0.305140435,0.634340223
630,0.4126,6468,15959,5785,0.3935,1030,22,0.6765,0.2054,0.0301,0.0128,0.035355565,0.450381679,0.514262756
631,0.4558,8130,14270,8765,0.3339,986,22,0.6993,0.0834,0.1086,0.0324,0.030845157,0.363972856,0.605181986
632,0.6825,8590,20268,7148,0.2552,1082,23,0.6335,0.1624,0.0596,0.0494,0.014287537,0.278734533,0.706977931
633,0.4547,7753,9703,7325,0.3765,995,21,0.5508,0.1394,0.1571,0.0266,0.037797864,0.343467543,0.618734593
634,0.6523,41645,41645,11923,0.3103,1266,28,0.3326,0.0607,0.1402,0.1129,0.059343434,0.257575758,0.683080808
635,0.6743,33729,33729,8551,0.2663,1037,23,0.7436,0.05,0.1113,0.0322,0.008360427,0.299117511,0.692522062
636,0.9694,40170,40170,15711,0.1218,1495,33,0.4713,0.0764,0.081,0.2008,0.030944625,0.17752443,0.791530945
637,0.4784,6830,16628,6651,0.3329,995,22,0.8151,0.0961,0.0289,0.0223,0.021582734,0.349901897,0.62851537
638,0.4869,7860,17710,8155,0.2932,974,21,0.5903,0.0979,0.1841,0.0809,0.02955996,0.367484044,0.602955996
639,0.3824,10007,19856,6927,0.7198,810,17,0.0236,0.9542,0.0062,0.0058,0.011772853,0.360803324,0.627423823
640,0.3035,26900,26900,7939,0.4371,1050,23,0.4521,0.1937,0.2197,0.0502,0.052309142,0.339302545,0.608388313
641,0.4162,25450,25450,6163,0.4377,1027,22,0.5772,0.2493,0.0765,0.0216,0.037068966,0.444827586,0.518103448
642,0.5221,7774,18222,8481,0.3212,1129,25,0.5735,0.1561,0.0748,0.0666,0.024981264,0.303522358,0.671496378
643,0.8035,41886,41886,11147,0.2608,1184,27,0.5534,0.0892,0.1076,0.0775,0.021117747,0.172354949,0.806527304
644,0.8809,13252,37960,13773,0.4602,1175,27,0.1493,0.0185,0.2503,0.3731,0.098609517,0.336905218,0.564485266
645,0.3852,6348,15552,6761,0.6476,910,19,0.0493,0.9206,0.0065,0.0035,0.025091799,0.316707466,0.658200734
646,0.6269,8682,14762,7701,0.3352,997,21,0.7849,0.0429,0.0829,0.0116,0.014660757,0.278554381,0.706784862
647,0.3363,8340,15180,5808,0.2356,1030,22,0.6604,0.2346,0.043,0.0075,0.022756005,0.353982301,0.623261694
